vulnerability_id,file_path,cwe_id,fix_commit_hash,fix_commit_message,original_commit_message,vulnerability_type,created_at,repository
commit-c5175e7648238bf3ea80172f1cba9eb56aef13c5,tensorflow/compiler/mlir/tensorflow/tests/xla_call_module_deserialization.mlir,CWE-502,9c4626206d607344410d4fa88e095a026661e322,Avoid renaming StableHLO functions in `XlaCallModuleDeserializationPass` when their names have no conflict with existing TF functions,Add a pass to deserialize the StableHLO module embedded in `tf.XlaCallModule` and lift the StableHLO functions to the top level module. PiperOrigin-RevId: 533464010,deserialization,2025-05-14 15:59:28,tensorflow_security_analysis
commit-f679cb4c61b0e4f1268cd8ccfc83753bb6b4c202,tensorflow/compiler/xla/pjrt/BUILD,CWE-362,2f1a31a27ea0a21e421e77a957cfd573973f2a65,Fixes race condition in tfrt_cpu_pjrt_client,[PJRT] Enable layering_check in the Bazel BUILD. PiperOrigin-RevId: 446190811,racescondition,2025-05-14 15:59:34,tensorflow_security_analysis
commit-36f61945c062aa30633aec1c0cc9b3e6dcc07249,tensorflow/compiler/mlir/tf2xla/BUILD,CWE-362,af6cc87d649e5f64df5616e421ccc4dddf443285,Guard canonicalization pass registration with a mutex to fix data race condition.,Move compile_util_mlir.{h;cc} to dedicated TF2XLA bridge directory. PiperOrigin-RevId: 510306172,racescondition,2025-05-14 15:59:47,tensorflow_security_analysis
commit-febdd26ae594133d24f82544706b1e012a5cf1ea,tensorflow/core/summary/summary_db_writer.cc,CWE-120,88f1d0042b3f495a2a721e806f0f03aca0022dd7,Fix buffer overflow in summary_db_writer,Add reservoir sampling to DB summary writer This thing is kind of cool. It's able to turn a 350mB event log into a 35mB SQLite file at 80mBps with one Macbook core. Best of all; this was accomplished using a normalized schema without the embedded protos. PiperOrigin-RevId: 181676380,buffersoverflow,2025-05-14 16:00:13,tensorflow_security_analysis
commit-f38eea2aec56f7cdbee11d354e5753a097943c94,tensorflow/compiler/xla/service/gpu/cusolver_rewriter.cc,CWE-664,e2cbc486f8c87816f1fa9c428b043d19d00899c0,[XLA:GPU] Fix bug that led to GPU solver context being repeatedly re-initialized.,[XLA:GPU] Add implementation of Cholesky that calls into cuSolver. PiperOrigin-RevId: 236123818,,2025-05-14 16:00:15,tensorflow_security_analysis
commit-82fc78bb3c200c2c8b57fd09b74d89942dbc9b3c,tensorflow/compiler/xla/autotune_serialize.cc,CWE-502,b2d4d33f5dca4b17fb89c12f4e7fc5014f11ff85,[XLA:GPU] Fix error message when autotune deserialization fails.,Roll forward cl/488525761 with fix: [XLA:GPU] Implement ahead-of-time autotuning Fixed an issue where we could race in gpu_conv_algorithm_picker.  In a multi-gpu machine; two threads could autotune the same conv on two different GPUs.  One would win; and then the other thread would CHECK-fail because it couldn't insert its value into the cache. Now we allow this race and throw away the autotuning results of the second thread. PiperOrigin-RevId: 489246207,deserialization,2025-05-14 16:00:21,tensorflow_security_analysis
commit-fe33f393b86904913898d25c5fd7f263058ed5a6,tensorflow/core/distributed_runtime/eager/eager_service_impl_test.cc,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,Allowing `tf.debugging.set_log_device_placement` to control logging of device placement of tf.functions. PiperOrigin-RevId: 314746176 Change-Id: I2516ec91e99f5d2b21db11b1cbfa2fdd1d5ef796,racescondition,2025-05-14 16:00:33,tensorflow_security_analysis
commit-fed1cf9bc0d107eaa028bc6c375f750404ede5f0,tensorflow/core/distributed_runtime/rpc/grpc_server_lib.cc,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,Roll back a broken change. PiperOrigin-RevId: 372934102 Change-Id: I6eb42f00e639f6f3e7e96e23665d1e46bf4630a0,racescondition,2025-05-14 16:00:35,tensorflow_security_analysis
commit-f196351cd4e21ed6c17dcf544e0fa6cfa3030b4e,tensorflow/core/distributed_runtime/session_mgr.cc,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,"Allow non-isolated worker sessions to borrow `WorkerEnv::device_mgr`. Without this change; a shared resource (e.g. an Iterator) could not be created in one session `s1`; and used in a later session `s2` after `s1` was closed; because the iterator might indirectly capture devices from the previous session; and use them after they are freed when the `WorkerSession` was deleted. The current change only affects the singleton ""legacy"" WorkerSession; which is never deleted; but this is necessary to switch all sessions to use separate WorkerSession objects. PiperOrigin-RevId: 193541426",racescondition,2025-05-14 16:00:38,tensorflow_security_analysis
commit-86b3c0b640392d5a0691515392a9b4127963d20c,tensorflow/tsl/distributed_runtime/coordination/coordination_service_rpc_handler.h,CWE-362,7910da08adf6ecbd6df4907b061252d77847ffff,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race. PiperOrigin-RevId: 488489540,racescondition,2025-05-14 16:00:40,tensorflow_security_analysis
commit-fb32792881f068df48f13e4d3367f467ec020777,tensorflow/core/distributed_runtime/BUILD,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,Shard RecentRequestIds based on the number of tasks in the cluster. When training in the large cluster; lots of requests will be generated and the mutex in RecentRequestIds can become the bottleneck. PiperOrigin-RevId: 469756362,racescondition,2025-05-14 16:00:42,tensorflow_security_analysis
commit-39a66ecbe0f195625a83f6e7ccfc4b3e987c3bf4,tensorflow/core/distributed_runtime/eager/eager_service_impl_test.cc,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,Allow dynamic specification of clusters for eager remote execution. PiperOrigin-RevId: 201586130,racescondition,2025-05-14 16:00:43,tensorflow_security_analysis
commit-f8347ceebbad0e06552633fcdf8e63f52246ba62,tensorflow/core/distributed_runtime/server_lib.h,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,Remove THIRD_PARTY_ from #include guards They don't make sense in the open source repository. PiperOrigin-RevId: 183140889,racescondition,2025-05-14 16:00:45,tensorflow_security_analysis
commit-5206c83a2350484f62a70ae86fc0191ed0486d86,tensorflow/core/distributed_runtime/session_mgr_test.cc,CWE-362,86b3c0b640392d5a0691515392a9b4127963d20c,Fixed another race condition: Worker 1 tries to connect and accesses the Coordination Service; but Coordination Service on worker 0 is being enabled; and we have a read/write race.,[TF] [NFC] s/absl::make_unique/std::make_unique PiperOrigin-RevId: 454206737,racescondition,2025-05-14 16:00:46,tensorflow_security_analysis
commit-56973fb11a0c00df2f559feab6a4b725514a7e51,tensorflow/lite/kernels/internal/reference/conv3d_transpose.h,CWE-120,72c0bdcb25305b0b36842d746cc61d72658d2941,Fix a potential buffer overflow issue in reference kernel of the CONV_3D_TRANSPOSE,Fixed header guards to match style guide conventions. PiperOrigin-RevId: 471080363,buffersoverflow,2025-05-14 16:00:57,tensorflow_security_analysis
commit-f7365b58bb433f4da2fec20d1af95879ae39be25,tensorflow/core/kernels/data/multi_device_iterator_ops.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,#tf-data Fix some more potential race conditions.,[tf.data] Improving the runtime of several commonly used operations from O(n) to O(1) (w.r.t. to the size of the function library). This CL: - Modifies FunctionLibraryRuntimeImpl::CreateKernel signature; replacing FunctionLibraryDefinition argument with FunctionLibraryRuntime; which makes it possible to properly propagate function library overlays through recursive kernel creations. - Adds an argument to FunctionLibraryRuntime::Clone and ProcessFunctionLibraryRuntime::Clone to indicate whether the method should return an empty function library (instead of cloning the existing one). This is used by tf.data; which manages function libraries independently and passes them into FunctionLibraryRuntime through an overlay. - Removes (now) unnecessary function library copy from IteratorResource::SetIteratorFromDataset(). - Replaces uses of 'lib' with 'flr' as a variable name for instances of FunctionLibraryRuntime. PiperOrigin-RevId: 243636667,racescondition,2025-05-14 16:01:56,tensorflow_security_analysis
commit-677e128d59e47b8deb05d48eeae7be33b5c87380,tensorflow/core/kernels/data/parallel_batch_dataset_op.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,#tf-data Fix some more potential race conditions.,[tf.data] Adding `interleave_depth` information of tunable datasets to trace_me. PiperOrigin-RevId: 398543857 Change-Id: I3dd249bf036959525f620c51e77cf126dc71ff5e,racescondition,2025-05-14 16:01:56,tensorflow_security_analysis
commit-8d46773e6aa6b2eb44b62e422b3c7ccc4adb79b6,tensorflow/core/kernels/data/parallel_filter_dataset_op.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,#tf-data Fix some more potential race conditions.,[tf.data] Add kernel implementation of `ParallelFilter` transformation. PiperOrigin-RevId: 434782693,racescondition,2025-05-14 16:01:57,tensorflow_security_analysis
commit-d2bd4afee7fb31415704f24b0766ab26d0d2a87f,tensorflow/core/kernels/data/prefetch_dataset_op.cc,CWE-362,c04fc7ea4bda1435a766785092126b6d7034b92f,#tf-data Fix some more potential race conditions.,Refactor {Range;Map;Prefectch}Dataset using name_utils,racescondition,2025-05-14 16:01:58,tensorflow_security_analysis
commit-fb3bde1994d4ed7d6cb928326e8e2a1777930e5e,tensorflow/core/kernels/data/experimental/parse_example_dataset_op.cc,CWE-362,9322d0dc701375dab282879c30422641eb8aa308,#tf-data Fix another potential race condition.,[tf.data] Implements `dataset` transformation `parse_example_dataset(..)` which will replace dataset.map(parsing_ops.parse_example(..)). PiperOrigin-RevId: 209836033,racescondition,2025-05-14 16:02:00,tensorflow_security_analysis
commit-70e675ebcf44a86a1a7b0b0070bfc116e26e3a32,tensorflow/core/protobuf/saved_object_graph.proto,CWE-502,043459d6e9e8a7dfd822b13d8a2772c60faa53ae,Implement `_trackable_children` and `_deserialization_dependencies` for `def_function.Function`.,Merge pull request #36387 from jhseu:go_fix PiperOrigin-RevId: 293046050 Change-Id: Ia81bf682f62293faa591d6de191dbeda3fed7138,deserialization,2025-05-14 16:02:07,tensorflow_security_analysis
commit-59e882af21831eea9e24d74c9af4242cc1514c6e,tensorflow/python/saved_model/registration/registration_saving_test.py,CWE-502,610b72692feba13655ec4680a9806d09127d83d2,"Pass results from `_trackable_children` instead of allowing ""None"" returns when calling `_deserialization_dependencies`",Add deserialization dependencies to `Trackable`; which are passed to registered objects when loading. `GraphView.list_dependencies` is now renamed to `list_children` to clarify the differences between `Trackable` children and dependencies. PiperOrigin-RevId: 402636806 Change-Id: I371505147dcb2c0bede0672fbf93bb47df343a30,deserialization,2025-05-14 16:02:09,tensorflow_security_analysis
commit-fc4d04406900e07de33be77d1a128d58eda2d580,tensorflow/python/saved_model/save.py,CWE-502,610b72692feba13655ec4680a9806d09127d83d2,"Pass results from `_trackable_children` instead of allowing ""None"" returns when calling `_deserialization_dependencies`",Fix bug which skips asset copying when checkpoints are not copied. PiperOrigin-RevId: 396480638 Change-Id: I238e0a1e96f93682bb6a827d59200266f72949ac,deserialization,2025-05-14 16:02:10,tensorflow_security_analysis
commit-ed05566b7ca9b1ecc31d30be7f11e4218efac244,tensorflow/python/saved_model/load.py,CWE-502,2e4182fc3cab0f869c893e6e3ff26613f5529530,[SavedModel TODO Audit] Update TODOs to bug IDs in save.py; load.py; signature_serialization.py; load_v1_in_v2.py; function_deserialization.py.,(SavedModel loading change) Revive layers and models from config when available. When the config is not available or invalid; then load from SavedModel as a backup. Note that child objects (e.g. variables; sublayers) may be created as a result of a layer being revived from the config. These child objects may also be in the SavedModel object graph. This CL ensures that only one copy of each object is created. All of the current SavedModel saving/loading tests pass (with minor adjustments to one test). I've also added additional tests to ensure that structures with nested layers load correctly. Metrics loading will be addressed after this CL is submitted. Bug fixes that should be submitted before this CL: - cl/282123850 Ensure that nested layer losses are saved/reset properly - cl/282125214 Functional and Sequential models should export their config even if there's an error when serializing a layer PiperOrigin-RevId: 287864300 Change-Id: Ia015f3fe5bb2155fbd3563b5b9bbff0624e16797,deserialization,2025-05-14 16:03:26,tensorflow_security_analysis
commit-e9330cec5397ef4f465ed736baccfd9a1c0b81e6,tensorflow/python/saved_model/load_v1_in_v2.py,CWE-502,2e4182fc3cab0f869c893e6e3ff26613f5529530,[SavedModel TODO Audit] Update TODOs to bug IDs in save.py; load.py; signature_serialization.py; load_v1_in_v2.py; function_deserialization.py.,Start on a 1.x-compat codepath for tf.saved_model.load Allows selecting between multiple MetaGraphs and loading them into 2.x. Variables are OK as long as they're resource variables. Signatures are available in the same format as for 2.x-exported SavedModels; concrete functions which take only keyword arguments and return dictionaries. Stuff that still needs doing:   - Lift any variables at all out into the eager context   - Fix ref variables (running the restore function isn't initializing them for some reason)   - Assets PiperOrigin-RevId: 233135086,deserialization,2025-05-14 16:03:27,tensorflow_security_analysis
commit-5e92f41df836dd634b82067af3603cd50fb59c4f,tensorflow/python/saved_model/signature_serialization.py,CWE-502,2e4182fc3cab0f869c893e6e3ff26613f5529530,[SavedModel TODO Audit] Update TODOs to bug IDs in save.py; load.py; signature_serialization.py; load_v1_in_v2.py; function_deserialization.py.,Add signatures to the return value of tf.saved_model.load() Only works with models exported from tf.saved_model.save(). We still need a different path for restoring other SavedModels; but hopefully we can make the signature representations identical (keywords in; dict out). In order to make this work I had to wrap exported signatures in another layer of function. I should either clean that up; or more likely we should come up with an easy API for inspecting the graphs of nested function calls. PiperOrigin-RevId: 232742842,deserialization,2025-05-14 16:03:28,tensorflow_security_analysis
commit-ffcafbeaac2a67c7dc9c957b9445026db42b22f8,tensorflow/python/saved_model/BUILD,CWE-502,59e882af21831eea9e24d74c9af4242cc1514c6e,Add deserialization dependencies to `Trackable`; which are passed to registered objects when loading.,Simplify CapturableResource and TrackableResource deleter API PiperOrigin-RevId: 362070589 Change-Id: I067251281788e013fd05cb2896542710539f2250,deserialization,2025-05-14 16:03:31,tensorflow_security_analysis
commit-ae4e7b70c96780b1d2b03dafd63354fada51b801,tensorflow/python/saved_model/signature_serialization.py,CWE-502,59e882af21831eea9e24d74c9af4242cc1514c6e,Add deserialization dependencies to `Trackable`; which are passed to registered objects when loading.,Improve error messages in tensorflow/python/saved_model. PiperOrigin-RevId: 389912136 Change-Id: I27ae3ce83ceeb66356b487e4126216558c7c42fa,deserialization,2025-05-14 16:03:32,tensorflow_security_analysis
commit-d8ef5888c245827add7693f8cc70caa1837ca41e,tensorflow/tools/api/golden/v2/tensorflow.__internal__.tracking.-object-graph-view.pbtxt,CWE-502,59e882af21831eea9e24d74c9af4242cc1514c6e,Add deserialization dependencies to `Trackable`; which are passed to registered objects when loading.,Expose ObjectGraphView as tf.__internal__ API. PiperOrigin-RevId: 365157570 Change-Id: I348b05681399b43afaa319e2e3f2069405f924c6,deserialization,2025-05-14 16:03:33,tensorflow_security_analysis
commit-f8ba03dfd976278a605e53ac741210fbab14c7ae,tensorflow/core/kernels/conv_grad_ops_3d.cc,CWE-502,883a3a1ba63812687f4d903e1ba49bb48661001e,Merge ConvParameters; FusedConvParameters and FusedConvBiasActivationParameters into one ConvParameters class and reimplement it with protobuf. This enables convenient serialization/deserialization of autotune maps.,[ROCm] Fix the ROCm CSB breakage - 200110 PR # (which enabled MIOpen Immediate Mode API for convolutions) was merged yesterday; but it causes the following test to fail ``` //tensorflow/python/keras:convolutional_test_gpu ``` The cause of the failure is because the above test calls the convolution API with cudnn_use_autotune set to false. With the new MIOpen Immediate Mode API; we need to have an explicit call to GetMIOpenConvolveAlgorithms; when convolution kernel is called for the first time for a given conv_paramereters set. That call gets skipped if cudnn_use_autotune is set to false; and hence the test failure. This fix essentially disables the cudnn_use_autotune functionality for convolution kernel calls in the ROCm flow.,deserialization,2025-05-14 16:03:56,tensorflow_security_analysis
commit-ffe5249f13bb7eb7db435c8ca6a76f7b00cd2742,tensorflow/core/kernels/conv_ops.cc,CWE-502,883a3a1ba63812687f4d903e1ba49bb48661001e,Merge ConvParameters; FusedConvParameters and FusedConvBiasActivationParameters into one ConvParameters class and reimplement it with protobuf. This enables convenient serialization/deserialization of autotune maps.,Added support for some use of libxsmm to apply convolutions. Change: 140678566,deserialization,2025-05-14 16:03:58,tensorflow_security_analysis
commit-fe3bd66099d6e27bf45dabbe7f4cc34276194fc3,tensorflow/core/kernels/conv_ops_3d.cc,CWE-502,883a3a1ba63812687f4d903e1ba49bb48661001e,Merge ConvParameters; FusedConvParameters and FusedConvBiasActivationParameters into one ConvParameters class and reimplement it with protobuf. This enables convenient serialization/deserialization of autotune maps.,ENH: register float64 GPU kernel for Conv3d,deserialization,2025-05-14 16:03:59,tensorflow_security_analysis
commit-f3e7ae3965c3c2e3e5dfb7d89c4f672a636f53e2,tensorflow/core/kernels/data/BUILD,CWE-502,d0fd0aea2e35cb493ab166774265418b8862f0d2,[tf.data] Adding serialization and deserialization support for window datasets.,[tf.data] Implements the parallel version of BatchDataset. The dataset will do the copying elements work of BatchDataset parallelly. The CL also updates the modeling of the AsyncKnownRatio node to correctly model the dataset. PiperOrigin-RevId: 355056363 Change-Id: Ie3326d0827783d9621b7df4324a3d80df5b29eba,deserialization,2025-05-14 16:04:06,tensorflow_security_analysis
commit-8ef1ece7d0ecdec633a22a8100fdae05cfbacb3e,tensorflow/core/kernels/data/window_dataset_op.cc,CWE-502,d0fd0aea2e35cb493ab166774265418b8862f0d2,[tf.data] Adding serialization and deserialization support for window datasets.,"[tf.data] Introducing `tf.data.Dataset.window(size; shift; stride; drop_remainder)`; which can be used for combining elements of input dataset into ""windows"". A window is itself a finite dataset and; among other things; can be used for generalized batching (see https://github.com/tensorflow/community/pull/5 for details). PiperOrigin-RevId: 213360134",deserialization,2025-05-14 16:04:08,tensorflow_security_analysis
commit-c536fdd9de6abcb24922f9cb8d969c043704391a,tensorflow/core/kernels/data/experimental/snapshot_dataset_op.h,CWE-502,ff0a8fe634c810f19220b6775080d56fdc378202,[tf.data] Adding serialization and deserialization support for snapshot reader datasets so that they can be saved to and restored from a checkpoint.,[tf.data] Moving tf.data utilities from core/kernels/data to core/data. PiperOrigin-RevId: 371199599 Change-Id: I28e7c4d9a110b91cfd17c957111ba013273d7557,deserialization,2025-05-14 16:04:10,tensorflow_security_analysis
commit-3ae2c6691b7c6e0986d97b150c9283e5cc52c15f,tensorflow/core/kernels/quantized_resize_bilinear_op.cc,CWE-120,f851613f8f0fb0c838d160ced13c134f778e3ce7,Fix heap buffer overflow caused by rounding.,Adding 'half_pixel_centers' bool attribute (default False) to resize ops which when true; assumes that pixels are 0.5;0.5. This gives more correct resizes. The legacy resize ops will be called by the new resize wrapper with half_pixel_centers=True. PiperOrigin-RevId: 235742526,buffersoverflow,2025-05-14 16:04:31,tensorflow_security_analysis
commit-fe4aad10960e3a0461e106436703958e342c88e8,tensorflow/compiler/mlir/tensorflow/transforms/passes.h,CWE-362,f9302f480c9c1c39b385755bc17297b5edaa5ed0,Fix a race condition cluster_tf_ops_pass. Change it from FunctionPass to ModulePass to avoid inserting new FuncOp in parallel.,Add resource op lifting pass. Lifts resource stores and loads out of tf_device.launch so that device computations do not interact with external resource variables. This is useful because a lot of accelerator devices can not directly access TensorFlow resource variables. PiperOrigin-RevId: 272516522,racescondition,2025-05-14 16:04:56,tensorflow_security_analysis
commit-cd69284e548b375a0afd75072b3ea3f6d1774e94,tensorflow/core/profiler/internal/cpu/host_tracer_utils.cc,CWE-362,c72f87064318873e9d2fbb041e32c0c1fe18ef0b,race condition exists between start TraceMeRecorder and capture start wall time. make sure start_timestamp_ns_ is smaller than any traceMe events. also drop any events that is not for the peace of mind.,make the host tf-op event name consistent with internal tools. PiperOrigin-RevId: 305924010 Change-Id: Iffb05aca0b01df9eaae38fdaaf2f5102b6024eb5,racescondition,2025-05-14 16:05:17,tensorflow_security_analysis
commit-f76fd43898bef35be09c41987cae31d0e2b7b9dd,tensorflow/lite/kernels/internal/types.h,CWE-120,8ee24e7949a203d234489f9da2c5bf45a7d5157d,[tflite] Ensure `MatchingDim` does not allow buffer overflow.,Merge pull request #39868 from mansnils:relu PiperOrigin-RevId: 321655082 Change-Id: I652e24e2c6a990e808b1ca54507e846abc0f323c,buffersoverflow,2025-05-14 16:05:37,tensorflow_security_analysis
commit-ef9e548c5ffe2c9486f18da62b85bdb76f7cdecc,tensorflow/core/tpu/kernels/tpu_compilation_cache_interface.cc,CWE-502,b4ee2c429428da3a3f7023ac692997e9d42fe910,Implement Serialization/Deserialization for remote compilation cache.,Refactor `TpuCompilationCacheEntry` interface to return `TpuProgramGroupInterface` and `core_index` and makes CacheEntry less transparent and move application specific logics outside of cache. PiperOrigin-RevId: 325120711 Change-Id: I36f03ff585d80dc09a4d468c1b86e01a73e15859,deserialization,2025-05-14 16:05:41,tensorflow_security_analysis
commit-9b276a859f6674a47bd54548892cc98c0d634727,tensorflow/core/tpu/kernels/tpu_compilation_cache_rpc_lookup.cc,CWE-502,b4ee2c429428da3a3f7023ac692997e9d42fe910,Implement Serialization/Deserialization for remote compilation cache.,Adding TpuCompilationRpcLookup class for distributed cache support. PiperOrigin-RevId: 327894710 Change-Id: Iac493500325f49b6a0cc5158b3b3962d022935dd,deserialization,2025-05-14 16:05:41,tensorflow_security_analysis
commit-fcdadc0b1ffacb21b0fbf1d42eeff0f08b6d3604,tensorflow/core/distributed_runtime/rpc/rpc_rendezvous_mgr.cc,CWE-362,bd98ba765aac3e20c9db89131aa3016964749133,Fix cancellation race condition in BaseRendezvousMgr::RegisterCall,Automated rollback of commit 8c521f81b10c60de8e690749b732c85197798d03 PiperOrigin-RevId: 270295458,racescondition,2025-05-14 16:06:15,tensorflow_security_analysis
commit-1e904bd524771c851421860de39091976ef8616e,tensorflow/python/keras/losses.py,CWE-502,10fdfcf50e34f6ff994b8a114b3c1bc39a8dfeb0,Fix a number of deserialization error messages. While `print(string; obj)` is valid syntax; `ValueError(string; obj)` is not.,This CL allows sparse losses to work in Keras even if they take a different dtype for the labels than the model outputs produce. PiperOrigin-RevId: 222299347,deserialization,2025-05-14 16:06:29,tensorflow_security_analysis
commit-688b902589364ee8cffe059c066973c60e0fc0b9,tensorflow/python/keras/metrics.py,CWE-502,10fdfcf50e34f6ff994b8a114b3c1bc39a8dfeb0,Fix a number of deserialization error messages. While `print(string; obj)` is valid syntax; `ValueError(string; obj)` is not.,Add metrics SavedModel serialization and tests (built-in classes only). PiperOrigin-RevId: 297716151 Change-Id: I8fcf26a73b0fa7a0aee697b1a972478243b37131,deserialization,2025-05-14 16:06:29,tensorflow_security_analysis
commit-fceded98095d7ea7c4fba5442ac64d4fa505702f,tensorflow/python/keras/engine/base_layer.py,CWE-502,076ac2e8e0ad09feb8272931c2b7d94823311382,Include InputLayer (when available) in Sequential config; so as not to lose a custom input name or dtype upon deserialization; if the user-defined model starts with an `Input` object.,Support `trainable=False` for updates with `run_eagerly=True`. `add_update` can now be passed a zero-arg callable in order to support turning off the update when setting `trainable=False` on a Layer of a Model compiled with `run_eagerly=True`. PiperOrigin-RevId: 242704465,deserialization,2025-05-14 16:06:36,tensorflow_security_analysis
commit-568427acbfd71ffeae73833215bb8ee376045342,tensorflow/python/keras/saving/saved_model/load.py,CWE-502,076ac2e8e0ad09feb8272931c2b7d94823311382,Include InputLayer (when available) in Sequential config; so as not to lose a custom input name or dtype upon deserialization; if the user-defined model starts with an `Input` object.,(SavedModel loading change) Revive layers and models from config when available. When the config is not available or invalid; then load from SavedModel as a backup. Note that child objects (e.g. variables; sublayers) may be created as a result of a layer being revived from the config. These child objects may also be in the SavedModel object graph. This CL ensures that only one copy of each object is created. All of the current SavedModel saving/loading tests pass (with minor adjustments to one test). I've also added additional tests to ensure that structures with nested layers load correctly. Metrics loading will be addressed after this CL is submitted. PiperOrigin-RevId: 290166617 Change-Id: I0da4d7fbd365fc505e727b16b873120c9e9c6c00,deserialization,2025-05-14 16:06:37,tensorflow_security_analysis
commit-2fdfa026f7e756f96771e63bd0b592413597d20c,tensorflow/python/eager/pywrap_gradient_exclusions.cc,CWE-362,e24331bf116f5efc8d42bc888a0dbd271aa92aab,Fix race condition in TensorArrayWrite grad.,Autogen exclusion lists for op.inputs/outputs for GradientTape. PiperOrigin-RevId: 293176753 Change-Id: I68e99e9032ebff28506aaaa70a3ffac0c44da9f1,racescondition,2025-05-14 16:06:40,tensorflow_security_analysis
commit-b84cc997427594a52200c8949c36928ba3aad123,tensorflow/python/keras/engine/base_layer.py,CWE-502,6766a8ee3e74ce511c271f070c57ad3846a33a17,Make Keras deserialization aware of enable/disable_v2_behavior switches.,Improve readability of base_layer.py to improve the experience of users who use the code as a form of documentation (in particular people who subclass Layer). The general principle is to: - Have the Layer class come first in the file - Have subclassable methods come first in the list of methods - Then other public methods; roughly in order of importance - Then private methods - Move auxiliary utilities to a dedicated file PiperOrigin-RevId: 222916181,deserialization,2025-05-14 16:06:41,tensorflow_security_analysis
commit-89e7164769f905c85066a576fd648e3f21fce3e9,tensorflow/python/keras/engine/base_layer_v1.py,CWE-502,6766a8ee3e74ce511c271f070c57ad3846a33a17,Make Keras deserialization aware of enable/disable_v2_behavior switches.,Update Keras layer to not relying the class name for sub layer tracking. PiperOrigin-RevId: 296466417 Change-Id: Id24ff48d5fee7c382fb98a1c00d152704a1eb828,deserialization,2025-05-14 16:06:41,tensorflow_security_analysis
commit-de05ebe296d83607ca0ab1803bd8eed6afa7f74f,tensorflow/tools/api/golden/v1/tensorflow.keras.initializers.uniform.pbtxt,CWE-502,95199568f9eeea0bee58777f96bdd40c2cc5cbe5,Make internal deserialization utilities see the initializers corresponding to the correct TF version.,Keras Initializers change to default values for RandomUniform; RandomNormal; and TruncatedNormal. PiperOrigin-RevId: 210999565,deserialization,2025-05-14 16:06:55,tensorflow_security_analysis
commit-eaa673fd2b1e7ea5928beb9c5af97747ef1e1cbe,tensorflow/core/kernels/eigen_spatial_convolutions_test.cc,CWE-310,6d40b8f587c59d4bfcf5b3234b09dab17a5d89a1,Fix bug in padding detection in contraction packing,Add benchmark for the SpatialConvolution specialized gemm_pack_rhs. PiperOrigin-RevId: 219839163,,2025-05-14 16:07:42,tensorflow_security_analysis
commit-ea125c27974135fbad6bcb75b720499c68d52357,tensorflow/compiler/xla/service/cpu/BUILD,CWE-362,ea475b0b11d716c3077c269f4acdadaef4c82bfe,[XLA/CPU] Fix race condition in all-reduce CPU implementation,[XLA] Pass shape/layout information in calls to the CPU runtime routines. Previously the CPU runtime wouldn't know how the data that was being outfed was laid out by the XLA LayoutAssignment pass; which could result in transposed-value results. This also allows us to validate the contract between the host program and the compiled XLA program with (reified) runtime type checks. PiperOrigin-RevId: 161895093,racescondition,2025-05-14 16:07:52,tensorflow_security_analysis
commit-f3919b99b1e0f8f3efe7634a43731e1dd9c220a0,tensorflow/python/saved_model/function_deserialization.py,CWE-502,4da00100a47d84c48ead8ebd0d27f686d6bd4c37,Update function_deserialization.py,Add test for repeated saving/loading and make it work. Also adding one more test for kwargs and concrete_functions. Note that cycling (repeated save/restore) does not work for nested functions yet; but I am submitting this test to prevent more damage in the future: every new feature should ensure that cycling works properly with it. PiperOrigin-RevId: 230516944,deserialization,2025-05-14 16:07:59,tensorflow_security_analysis
