vulnerability_id,file_path,cwe_id,fix_commit_hash,original_commit_hash,vulnerability_type,evaluation_result,evaluation_details,detected_line_numbers,created_at,repository,source_tool
commit-c80a93ba798c530f74585a2d24db56fbc0a7f736,frontend/src/app/about/about.component.html,CWE-601,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,c80a93ba798c530f74585a2d24db56fbc0a7f736,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-601, expected CWE-79",[23],2025-05-14 08:03:33,juice_shop_security_analysis,gpt-4
commit-ca6cbc6062378500caf6d26e0f37f042f7c4b1eb,.nsprc,SECURITY-FIX,9c1f1a088c4d2a798abab24a9f4039626d002231,ca6cbc6062378500caf6d26e0f37f042f7c4b1eb,,FN,Missed vulnerability: CWE SECURITY-FIX,,2025-05-14 08:03:36,juice_shop_security_analysis,gpt-4
commit-cb45ce0efd07cc2e8342c0233a77f5927e16b0ab,node8.df,CWE-792,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,cb45ce0efd07cc2e8342c0233a77f5927e16b0ab,,FP,"False positive: AI reported CWE-792, expected SECURITY-FIX",[10],2025-05-14 08:03:46,juice_shop_security_analysis,gpt-4
commit-cd22850ed303369e02382a0a02c8c4dbbf1a690b,test/e2e/deluxeSpec.js,CWE-79,1cba5476a84ae313b226078ae99bda2eac5a5301,cd22850ed303369e02382a0a02c8c4dbbf1a690b,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[13,13]",2025-05-14 08:03:58,juice_shop_security_analysis,gpt-4
commit-cd85bfbab0dfa9d6048614e7a6dd85bdd4537c14,middleware.js,CWE-89,41d01dad7aefdd7451d7ab646530fa50d437feb5,cd85bfbab0dfa9d6048614e7a6dd85bdd4537c14,:SQLNoSQLsinjection,TP,Correctly detected vulnerability (CWE CWE-89),"[215,215]",2025-05-14 08:04:19,juice_shop_security_analysis,gpt-4
commit-cee2ba52783358c5d4acc90c90daf92f38244985,frontend/src/app/sidenav/sidenav.component.html,CWE-79,1cba5476a84ae313b226078ae99bda2eac5a5301,cee2ba52783358c5d4acc90c90daf92f38244985,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[14,14]",2025-05-14 08:04:44,juice_shop_security_analysis,gpt-4
commit-cf993b74804f8ed4805bc3b2e78e46eb724ca5d1,app/views/TrackOrder.html,CWE-79,e9676e5a58590462ac69a2e29e6e6d4c2147ba22,cf993b74804f8ed4805bc3b2e78e46eb724ca5d1,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:04:46,juice_shop_security_analysis,gpt-4
commit-cff54d39e9b9aceeebb86309e616921743b21027,frontend/src/app/navbar/navbar.component.html,CWE-79,705cde213b2585c8cfe0cbd2aab28b2ddeabb56d,cff54d39e9b9aceeebb86309e616921743b21027,:SQLNoSQLsinjection,FP,"False positive: AI reported CWE-79, expected CWE-89","[5,5]",2025-05-14 08:04:53,juice_shop_security_analysis,gpt-4
commit-d07e5de768551a90510dcbfe4da6fcff3867b2f4,test/api/loginApiSpec.js,CWE-79,29ff826856af9b933504eabedc0d21b471e4afea,d07e5de768551a90510dcbfe4da6fcff3867b2f4,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[166,180]",2025-05-14 08:05:12,juice_shop_security_analysis,gpt-4
commit-d2a618be3a265f55846dd472e54e5aca5f9c2e6b,data/static/xchallenges.yml,CWE-79,f6da4e95f07a74cfdb730c118b4b84bef273509e,d2a618be3a265f55846dd472e54e5aca5f9c2e6b,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[2,32]",2025-05-14 08:05:20,juice_shop_security_analysis,gpt-4
commit-d34780d1400a0db3b80e31897288954c7a400a17,Dockerfile,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,d34780d1400a0db3b80e31897288954c7a400a17,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[0,14]",2025-05-14 08:05:39,juice_shop_security_analysis,gpt-4
commit-d5991900a6932602678371d84cce058d79f33581,frontend/src/app/search-result/search-result.component.ts,CWE-79,6ceab609d688933645f0d7aa447809b86215bd3e,d5991900a6932602678371d84cce058d79f33581,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[91],2025-05-14 08:05:56,juice_shop_security_analysis,gpt-4
commit-d5cbabf9aad1fc4d13771b8053c09da58fc03931,data/static/i18n/ka_GE.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,d5cbabf9aad1fc4d13771b8053c09da58fc03931,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[39,39]",2025-05-14 08:06:27,juice_shop_security_analysis,gpt-4
commit-d602057dd4b39183f0b5e56efc2b374e36b87124,test/api/searchApiSpec.js,CWE-89,a26ea444a7915b88ad5272415c085c672646245b,d602057dd4b39183f0b5e56efc2b374e36b87124,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-89, expected CWE-352","[23,23]",2025-05-14 08:06:54,juice_shop_security_analysis,gpt-4
commit-d62bd7c8b65a700871ee446ca4b55dc7b3b4039a,test/api/passwordApiSpec.js,CWE-352,a26ea444a7915b88ad5272415c085c672646245b,d62bd7c8b65a700871ee446ca4b55dc7b3b4039a,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[97,103]",2025-05-14 08:07:10,juice_shop_security_analysis,gpt-4
commit-d664242b286402343fa3cc946173cc5c82e363d7,test/e2e/profileSpec.js,CWE-352,b350d3bcdac8ca2d0441db233512dcb96c701f90,d664242b286402343fa3cc946173cc5c82e363d7,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[52,60]",2025-05-14 08:07:22,juice_shop_security_analysis,gpt-4
commit-d8b0ab253b94ea664ca0b2722e855792c30a27f2,routes/profileImageUrlUpload.js,CWE-79,1cba5476a84ae313b226078ae99bda2eac5a5301,d8b0ab253b94ea664ca0b2722e855792c30a27f2,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[23,23]",2025-05-14 08:07:43,juice_shop_security_analysis,gpt-4
commit-d91fb7afa09b83565e728dc6db1352be83d87963,test/e2e/registerSpec.js,CWE-79,ad8bd4e8a08f4c852e1af548808116b8681d1122,d91fb7afa09b83565e728dc6db1352be83d87963,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[8,24]",2025-05-14 08:07:52,juice_shop_security_analysis,gpt-4
commit-dac56a74e8eb354fdd92f6eba0b460bbc480085b,lib/startup/customizeApplication.js,CWE-73,553583cac1e3e77af0bdce0a8708864bc522ca57,dac56a74e8eb354fdd92f6eba0b460bbc480085b,racescondition,FP,"False positive: AI reported CWE-73, expected CWE-362",[35],2025-05-14 08:08:06,juice_shop_security_analysis,gpt-4
commit-daf3ffa8c4d1da1be5502edb8cc5d41f21e6fb6c,test/api/feedbackApiSpec.js,CWE-79,0425d7360d3b7da0d2b36ee3b8c033f946763e64,daf3ffa8c4d1da1be5502edb8cc5d41f21e6fb6c,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[34,34]",2025-05-14 08:08:22,juice_shop_security_analysis,gpt-4
commit-db6b2452f3cdfabd90af4c85f62df39c8e67ea0c,test/e2e/restApiSpec.js,CWE-79,29ff826856af9b933504eabedc0d21b471e4afea,db6b2452f3cdfabd90af4c85f62df39c8e67ea0c,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[17,17]",2025-05-14 08:08:32,juice_shop_security_analysis,gpt-4
commit-db89facc0a24e2b28ea60a7ab3f4b49942b43255,test/e2e/tokenSaleSpec.js,CWE-306,1cba5476a84ae313b226078ae99bda2eac5a5301,db89facc0a24e2b28ea60a7ab3f4b49942b43255,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-306, expected CWE-79","[3,6]",2025-05-14 08:08:38,juice_shop_security_analysis,gpt-4
commit-dc7d1d654e2921ad4ab1d9722675d7df6cf48a7c,Dockerfile,CWE-494,87a6365c283e4176c32e654bd9a69f7e9c1a5959,dc7d1d654e2921ad4ab1d9722675d7df6cf48a7c,,FP,"False positive: AI reported CWE-494, expected SECURITY-FIX",[5],2025-05-14 08:08:50,juice_shop_security_analysis,gpt-4
commit-dc95232c5be4069131fb7fc5fdb30635d6404658,test/e2e/restApiSpec.js,CWE-79,420e943a39257601c616dc08e920031cdace356a,dc95232c5be4069131fb7fc5fdb30635d6404658,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[10],2025-05-14 08:08:57,juice_shop_security_analysis,gpt-4
commit-dc99380b0f39d11d6d5ef4b552650c8d4188ee4a,frontend/src/app/token-sale/token-sale.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,dc99380b0f39d11d6d5ef4b552650c8d4188ee4a,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[23],2025-05-14 08:09:02,juice_shop_security_analysis,gpt-4
commit-df21f8cf3d26c60558881d6b10f1d18d18337cb1,test/client/basketControllerSpec.js,CWE-79,5dab675bb2f18e068b557fb0dfab0969f6a95de0,df21f8cf3d26c60558881d6b10f1d18d18337cb1,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[1,1]",2025-05-14 08:09:06,juice_shop_security_analysis,gpt-4
commit-df96dcda4687eb14a2c8543c7147c45575af8456,routes/changePassword.js,CWE-319,a26ea444a7915b88ad5272415c085c672646245b,df96dcda4687eb14a2c8543c7147c45575af8456,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-319, expected CWE-352","[8,9]",2025-05-14 08:09:20,juice_shop_security_analysis,gpt-4
commit-dfe0493e5e77dd0f0200c0408ba6f2ca243dcf18,frontend/src/app/register/register.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,dfe0493e5e77dd0f0200c0408ba6f2ca243dcf18,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[24],2025-05-14 08:09:31,juice_shop_security_analysis,gpt-4
commit-e085416451d897c00f99d5da4d17c26a90d05c9a,protractor.conf.js,CWE-319,fa95d12017e1a7c496d174b553430ed31b4bb836,e085416451d897c00f99d5da4d17c26a90d05c9a,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-319, expected CWE-79",[15],2025-05-14 08:09:35,juice_shop_security_analysis,gpt-4
commit-e0d0b0945b72621b297d143093096d7ab5679a9b,config/fbctf.yml,CWE-79,9871563a8be575c0f279b3c8b9441dd1795d2748,e0d0b0945b72621b297d143093096d7ab5679a9b,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:09:37,juice_shop_security_analysis,gpt-4
commit-e1f1996e663d44b4ce64ff176af4281e5e16d76e,frontend/src/hacking-instructor/challenges/localXss.ts,CWE-79,2e7aeb66f7740c1173c029db2cad2b674db12091,e1f1996e663d44b4ce64ff176af4281e5e16d76e,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[37,37]",2025-05-14 08:09:47,juice_shop_security_analysis,gpt-4
commit-e4dd6563d2e663e4632388bed280c1960cc0e0d0,frontend/src/app/search-result/search-result.component.ts,CWE-79,96050228571ec688dd2d0e31a08403eb6f25a3d6,e4dd6563d2e663e4632388bed280c1960cc0e0d0,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[75],2025-05-14 08:10:09,juice_shop_security_analysis,gpt-4
commit-e513867c6a30a5bd5ac299335e7027509831daa7,frontend/src/index.html,CWE-79,683cc668361e4060a3d9e017962fb485be253d2a,e513867c6a30a5bd5ac299335e7027509831daa7,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:10:11,juice_shop_security_analysis,gpt-4
commit-e6836a906359c97e60b2f7e366d73882aef294a4,test/e2e/restApiSpec.js,CWE-79,6163abc0ae98adf0a45d9715d5d01ad18ba5d879,e6836a906359c97e60b2f7e366d73882aef294a4,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[8,9]",2025-05-14 08:10:21,juice_shop_security_analysis,gpt-4
commit-e71e26ea6cc8a43095d70303dc519f19cd52d269,data/static/i18n/tr_TR.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,e71e26ea6cc8a43095d70303dc519f19cd52d269,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[122,123]",2025-05-14 08:10:44,juice_shop_security_analysis,gpt-4
commit-e74008fd470cc71091c90344c4b841f991621fbb,config/fbctf.yml,CWE-352,a26ea444a7915b88ad5272415c085c672646245b,e74008fd470cc71091c90344c4b841f991621fbb,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:10:45,juice_shop_security_analysis,gpt-4
commit-e842b972a94213ed9254805babd3dd8e1e5681ce,frontend/package.json,CWE-937,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,e842b972a94213ed9254805babd3dd8e1e5681ce,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-937, expected CWE-79","[8,36]",2025-05-14 08:10:52,juice_shop_security_analysis,gpt-4
commit-e9676e5a58590462ac69a2e29e6e6d4c2147ba22,routes/trackOrder.js,CWE-79,9769420adc9392650c8de176aa1a82b883a40470,e9676e5a58590462ac69a2e29e6e6d4c2147ba22,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[7,8]",2025-05-14 08:10:59,juice_shop_security_analysis,gpt-4
commit-eb30823b7d46379f669951baa0bbba97d23394ca,server.js,CWE-259,cc726d5b54e10e12c58ed492c8705ea79abc2e51,eb30823b7d46379f669951baa0bbba97d23394ca,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-259, expected CWE-352","[25,25]",2025-05-14 08:11:13,juice_shop_security_analysis,gpt-4
commit-ebfb8081351296968a479ab01eb629910d089b93,data/static/i18n/et_EE.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,ebfb8081351296968a479ab01eb629910d089b93,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[],2025-05-14 08:11:41,juice_shop_security_analysis,gpt-4
commit-ece8b33f60eb9537c0a5f00aa7c1a953266e1c0f,data/static/i18n/ru_RU.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,ece8b33f60eb9537c0a5f00aa7c1a953266e1c0f,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[1,1]",2025-05-14 08:12:08,juice_shop_security_analysis,gpt-4
commit-ed540c3c9dcf28786808919fe43705c1084daad9,data/static/i18n/en.json,CWE-79,7786bda494c3ea15fe4fa42293bd8b59eca3794e,ed540c3c9dcf28786808919fe43705c1084daad9,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[1,1]",2025-05-14 08:12:39,juice_shop_security_analysis,gpt-4
commit-ee5feea08452a844d440bbf1889b8598eb8e8b09,test/e2e/restApiSpec.js,CWE-79,c9853014a529b7eabdf2bc2ba62758aaaa926b23,ee5feea08452a844d440bbf1889b8598eb8e8b09,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[11],2025-05-14 08:15:03,juice_shop_security_analysis,gpt-4
commit-ee8c41783b6d671cc6504b263c42c643e552aae2,frontend/src/app/Services/socket-io.service.ts,CWE-319,1cba5476a84ae313b226078ae99bda2eac5a5301,ee8c41783b6d671cc6504b263c42c643e552aae2,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-319, expected CWE-79","[16,17]",2025-05-14 08:15:07,juice_shop_security_analysis,gpt-4
commit-eeb802c1a6c28c0911a2e93d65e979cd661d35fd,server.js,CWE-89,aee3976f344f5ee56c6a53ab4f20b7a0da08b276,eeb802c1a6c28c0911a2e93d65e979cd661d35fd,:SQLNoSQLsinjection,TP,Correctly detected vulnerability (CWE CWE-89),[633],2025-05-14 08:15:30,juice_shop_security_analysis,gpt-4
commit-ef438cc77e63340beb5dd763e2724e16329f32b8,test/server/productApiSpec.js,CWE-79,6a044c40d431127571e49f876d35283865574d02,ef438cc77e63340beb5dd763e2724e16329f32b8,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[58,58]",2025-05-14 08:15:48,juice_shop_security_analysis,gpt-4
commit-efd6cfdf5f2878a5d5f4853bc3495e6e3150fefc,models/user.js,CWE-79,c72506585ab69f4c0ab36df81e4dbfdfef488b8e,efd6cfdf5f2878a5d5f4853bc3495e6e3150fefc,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[10,12]",2025-05-14 08:15:58,juice_shop_security_analysis,gpt-4
commit-f02c9d0dc9459d7deed9a5c899c67ef89a9b16eb,frontend/src/app/score-board/score-board.component.spec.ts,CWE-79,a26ea444a7915b88ad5272415c085c672646245b,f02c9d0dc9459d7deed9a5c899c67ef89a9b16eb,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[47,47]",2025-05-14 08:16:04,juice_shop_security_analysis,gpt-4
commit-f04246f9bef369ea727dd1670b27b1bf9cb2e84e,bower.json,CWE-937,bb6b0a5df1b105d96e129c049069e6d1b9bb8497,f04246f9bef369ea727dd1670b27b1bf9cb2e84e,,FP,"False positive: AI reported CWE-937, expected SECURITY-FIX","[6,25]",2025-05-14 08:16:09,juice_shop_security_analysis,gpt-4
commit-f10fbf4ee0f439d8d850de9adf1d10dd6fc331ea,frontend/src/app/track-result/track-result.component.ts,CWE-79,4f8c349182210eb4192def9f8b2a33084f525359,f10fbf4ee0f439d8d850de9adf1d10dd6fc331ea,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[37],2025-05-14 08:16:14,juice_shop_security_analysis,gpt-4
commit-f17a3141da19facc195f6fbb12d84f80b9936cfb,test/e2e/dataExportSpec.js,CWE-259,1cba5476a84ae313b226078ae99bda2eac5a5301,f17a3141da19facc195f6fbb12d84f80b9936cfb,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-259, expected CWE-79","[7,8]",2025-05-14 08:16:22,juice_shop_security_analysis,gpt-4
commit-f2fcb7b1c9d6f543aa5a6d44105d4d4ac4844b02,data/static/i18n/el_GR.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,f2fcb7b1c9d6f543aa5a6d44105d4d4ac4844b02,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:16:53,juice_shop_security_analysis,gpt-4
commit-f3f7a81f316ada34609e1220fb0be4f602b49b82,test/server/premiumRewardSpec.js,CWE-22,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,f3f7a81f316ada34609e1220fb0be4f602b49b82,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-22, expected CWE-79",[20],2025-05-14 08:17:03,juice_shop_security_analysis,gpt-4
commit-f458ce461c130c3d9dab2d71e1678ba7d7849d70,data/static/i18n/nl_NL.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f458ce461c130c3d9dab2d71e1678ba7d7849d70,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:17:07,juice_shop_security_analysis,gpt-4
commit-f45ba9372d2db5ac6b6733df0763dc1c2010b35b,frontend/src/hacking-instructor/challenges/bonusPayload.ts,CWE-79,ddc96094a9828523920236d569334d80090df863,f45ba9372d2db5ac6b6733df0763dc1c2010b35b,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[14,32]",2025-05-14 08:17:11,juice_shop_security_analysis,gpt-4
commit-f4ab79019a10d65c003f5d69fe6287bf9a3ce965,test/e2e/contactSpec.js,CWE-79,dcde0323c37412d4545056f3356b6d5298620f59,f4ab79019a10d65c003f5d69fe6287bf9a3ce965,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[25,27]",2025-05-14 08:17:22,juice_shop_security_analysis,gpt-4
commit-f53c3a0eb1905719fee0050f4ba035892f4cdceb,data/static/i18n/sv_SE.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,f53c3a0eb1905719fee0050f4ba035892f4cdceb,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:17:44,juice_shop_security_analysis,gpt-4
commit-f56689c550eaeb0c568cbdb3756298bc535d0e2d,data/static/i18n/hi_IN.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,f56689c550eaeb0c568cbdb3756298bc535d0e2d,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[1,1]",2025-05-14 08:18:17,juice_shop_security_analysis,gpt-4
commit-f5831edc63494941f6ea63a7170a25a44e9e41f7,data/static/i18n/en.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f5831edc63494941f6ea63a7170a25a44e9e41f7,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[25],2025-05-14 08:18:56,juice_shop_security_analysis,gpt-4
commit-f5d0e8f8228fa3d3847ab3621a20c9f878b18540,data/static/i18n/si_LK.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,f5d0e8f8228fa3d3847ab3621a20c9f878b18540,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[7,11]",2025-05-14 08:19:36,juice_shop_security_analysis,gpt-4
commit-f5d9b635b3584c8684080e00c1b23c4f1695ec37,frontend/src/app/search-result/search-result.component.ts,CWE-79,8fd65975fd4a331e9342f2fe3dfd5dac05f95751,f5d9b635b3584c8684080e00c1b23c4f1695ec37,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[72],2025-05-14 08:19:54,juice_shop_security_analysis,gpt-4
commit-f63bbc6de4808a9d5384b767dfed5b9d8e6aef56,Dockerfile,CWE-494,785e1c470b7a635de8026cdc8b4a1ec59a89d453,f63bbc6de4808a9d5384b767dfed5b9d8e6aef56,XSScross-ssitesscripting,FP,"False positive: AI reported CWE-494, expected CWE-79",[4],2025-05-14 08:20:06,juice_shop_security_analysis,gpt-4
commit-f689d3e5c3787518fe6772d3c156a01e10274492,data/static/i18n/de_DE.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f689d3e5c3787518fe6772d3c156a01e10274492,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),[],2025-05-14 08:20:37,juice_shop_security_analysis,gpt-4
commit-f6b1545fac25fcc36c13e4b885b80b8e14292944,Dockerfile,CWE-79,e2859b81e6571201dd4918e387483312914fe749,f6b1545fac25fcc36c13e4b885b80b8e14292944,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[5],2025-05-14 08:20:53,juice_shop_security_analysis,gpt-4
commit-f6c3171730a6212e662eeb4ac3ebe0b2f8568817,frontend/src/app/login/login.component.html,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,f6c3171730a6212e662eeb4ac3ebe0b2f8568817,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),[6],2025-05-14 08:21:06,juice_shop_security_analysis,gpt-4
commit-f76196663faa844f43c62e12a1939d665cb8e1b0,data/static/i18n/it_IT.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,f76196663faa844f43c62e12a1939d665cb8e1b0,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,3]",2025-05-14 08:21:27,juice_shop_security_analysis,gpt-4
commit-f782114c8d15f8556620bc981b4af315171d344b,models/product.js,CWE-79,6f3f4bd6077bcfee3b660e90de6ad81fa9b30250,f782114c8d15f8556620bc981b4af315171d344b,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[9,12]",2025-05-14 08:21:33,juice_shop_security_analysis,gpt-4
commit-f7a973bf1671d1c8bd7eab075cf3025ecc7fe29d,data/static/i18n/zh_TW.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f7a973bf1671d1c8bd7eab075cf3025ecc7fe29d,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[1,1]",2025-05-14 08:22:02,juice_shop_security_analysis,gpt-4
commit-f7d383f98a7e4c173d0180eddd8ccb67669d59da,data/static/challenges.yml,CWE-79,73229b35c4e39f7ef6071f42cc51fc8471950466,f7d383f98a7e4c173d0180eddd8ccb67669d59da,XSScross-ssitesscripting,FN,Missed vulnerability: CWE CWE-79,,2025-05-14 08:22:05,juice_shop_security_analysis,gpt-4
commit-f7eb2379104396be6006c4415e997a0106effc17,package.json,CWE-327,4b8d500419b53bb7c817ad6087995e6622d47223,f7eb2379104396be6006c4415e997a0106effc17,,FP,"False positive: AI reported CWE-327, expected SECURITY-FIX","[1,1]",2025-05-14 08:22:17,juice_shop_security_analysis,gpt-4
commit-f7ff8e332096ac960535b7b43d52ff833b905f74,routes/saveLoginIp.js,CWE-79,f8c72253a06d5a537fa43090a90afab0f139c7af,f7ff8e332096ac960535b7b43d52ff833b905f74,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[9,9]",2025-05-14 08:22:27,juice_shop_security_analysis,gpt-4
commit-f8024cc9d43706695f4bb0e9db0260fc140561da,Gruntfile.js,CWE-494,eb61544c2d1e21016896ed4a1ed6b9f50688b0f8,f8024cc9d43706695f4bb0e9db0260fc140561da,,FP,"False positive: AI reported CWE-494, expected SECURITY-FIX","[58,72]",2025-05-14 08:22:36,juice_shop_security_analysis,gpt-4
commit-f8561417443fbafa557d2942527f6c08994d6002,data/static/i18n/es_ES.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f8561417443fbafa557d2942527f6c08994d6002,CSRFcross-ssitesrequestsforgery,FN,Missed vulnerability: CWE CWE-352,,2025-05-14 08:22:40,juice_shop_security_analysis,gpt-4
commit-f860a4cab7fad0803c8a4527a15b78f250350470,test/e2e/_sharedSpec.js,CWE-79,2db921cb2c0a54ffbe54ee9a0c83b82853e3e56f,f860a4cab7fad0803c8a4527a15b78f250350470,XSScross-ssitesscripting,TP,Correctly detected vulnerability (CWE CWE-79),"[16,16]",2025-05-14 08:22:51,juice_shop_security_analysis,gpt-4
commit-f90a34da5310ba669ea368cc6e1de30037d5a56d,data/static/i18n/lv_LV.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f90a34da5310ba669ea368cc6e1de30037d5a56d,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[1,99]",2025-05-14 08:24:09,juice_shop_security_analysis,gpt-4
commit-f9be4400e0791d0efe0b8b8ba3235dd7b1a5a75d,data/static/i18n/az_AZ.json,CWE-352,5bf818c0d08503b46f77bd14c8205de064075fe1,f9be4400e0791d0efe0b8b8ba3235dd7b1a5a75d,CSRFcross-ssitesrequestsforgery,TP,Correctly detected vulnerability (CWE CWE-352),"[70,70]",2025-05-14 08:24:45,juice_shop_security_analysis,gpt-4
commit-fa0824ce14b27160feb2f957edbfd74aa6b00443,data/static/i18n/ja_JP.json,CWE-79,5bf818c0d08503b46f77bd14c8205de064075fe1,fa0824ce14b27160feb2f957edbfd74aa6b00443,CSRFcross-ssitesrequestsforgery,FP,"False positive: AI reported CWE-79, expected CWE-352","[3,35,39]",2025-05-14 08:25:07,juice_shop_security_analysis,gpt-4
